year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
12,100441.0636976214,50893.46257677825,155742.11903594754,179518.39695691725,92033.32314280364,89673.4943442702,181706.81748707383,516967.3334799386,45371.03611821721,26208.955746700063,75188.38359569298,179518.39695691725,92033.32314280364,89673.4943442702,181706.81748707383,436413.59803968406
13,50850.52033014238,50824.76528733079,107170.80803326804,179518.39695691725,92230.48903947408,89865.60470512859,182096.09374460267,468785.29873478797,27459.280978276885,26322.600862952004,57872.236337964736,179518.39695691725,92230.48903947408,89865.60470512859,182096.09374460267,419486.72703948466
14,122442.9750216317,51841.2605930774,179889.66847881986,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,541536.6159162739,66119.20651168111,26849.052880211042,97140.42097856272,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,458787.3684160167
15,64685.68059294864,50438.29682577587,123281.30791928057,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,484928.25535673456,34930.26752019227,26884.254310783617,66571.90627641151,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,428218.8537138655
16,100798.56232944959,51447.06276229138,160566.10220230813,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,522213.04963976215,54431.223657902774,27421.93939699929,86705.6951892464,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,448352.6426267004
17,135327.48489996177,51476.62655391848,196290.3755702775,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,557937.3230077315,73076.84184597935,27457.17548724623,105996.80280794985,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,467643.75024540385
18,112955.25225310965,52506.15908499685,175137.40073683168,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,536784.3481742857,60995.83621667921,28006.31899699115,94574.19639788911,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,456221.14383534313
19,175540.41085381276,52382.475831843,238966.20230720926,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,600613.1497446633,94791.82186105891,28064.772357917846,129041.749245893,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,490688.696683347
20,162168.55616091157,53430.125348479865,226862.863443376,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,588509.8108808299,87571.02032689226,28626.067805076204,122505.94625942306,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,484152.89369687706
21,147073.4325264334,53885.35597232608,213061.6259545471,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,574708.5733920011,79419.65356427405,28663.75516517703,115053.27801545545,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,476700.2254529095
22,166496.7066622144,54963.0630917726,233804.66395889036,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,595451.6113963444,89908.22159759578,29237.030268480572,126254.5185378008,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,487901.46597525483
23,214646.1382585233,54216.72091992758,283300.25470113277,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,644947.2021385868,115908.9146596026,29232.6936053684,152982.13753861174,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,514629.08497606573
24,246136.5189613992,55301.055338326136,316163.71773286094,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,677810.665170315,132913.7202391556,29817.34747747577,170728.4075757449,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,532375.3550131989
25,320523.99550733465,55215.968336397695,391951.7382542256,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,753598.6856916796,173082.9575739607,29816.62290165475,211653.93865728183,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,573300.8860947358
26,213266.74207298216,56320.28770312565,286123.0396748109,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,647769.987112265,115164.04071941038,30412.955359687847,154506.4414243979,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,516153.3888618519
27,236748.61366512725,56320.28770312565,311062.0372189926,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,672708.9846564466,127844.25137916872,30412.955359687847,167973.50009825602,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,529620.44753571
28,222937.8760664754,57446.69345718816,298737.568091418,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,660384.515528872,120386.45307589673,31021.214466881607,161318.28676936575,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,522965.23420681973
29,270292.30333863164,57446.693457188165,347607.98920407315,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,709254.9366415271,145957.8438028611,31021.214466881604,187708.3141701995,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,549355.2616076535
30,261711.7604673786,58595.62732633192,340573.7600501289,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,702220.7074875829,141324.35065238446,31641.638756219236,183909.83042706962,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,545556.7778645236
31,215165.80817499294,58595.62732633192,295605.0477493983,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,657251.9951868523,116189.53641449622,31641.638756219236,159626.7257846751,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,521273.6732221291
32,139864.38781914703,59767.53987285856,221912.41218504045,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,583559.3596224944,75526.7694223394,32274.47153134362,119832.70257992187,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,481479.6500173759
33,249242.33182857028,59767.539872858564,332931.3166817816,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,694578.2641192356,134590.85918742797,32274.471531343625,179782.91100816207,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,541429.8584456161
34,175397.64549535819,60962.89067031573,260760.4100456337,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,622407.3574830877,94714.72856749342,32919.9609619705,140810.62142464222,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,502457.56886209623
35,139250.19682791844,60962.89067031573,226320.2166691995,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,587967.1641066535,75195.10628707596,32919.9609619705,122212.91700136774,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,483859.86443882174
36,113347.17637126643,62182.14848372205,202158.59660937308,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,563805.5440468271,61207.47524048387,33578.36018120991,109165.64216906147,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,470812.5896065155
37,72427.74087321719,62182.14848372205,163015.389516086,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,524662.33695354,39110.980071537284,33578.36018120991,88028.31033868644,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,449675.25777614047
38,43107.86243939427,63425.79145339649,135507.26405512044,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,497154.2114925744,23278.24571727291,34249.9273848341,73173.92258976503,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,434820.87002721906
39,45997.63374838137,63425.791453396494,140245.02339642207,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,501891.97083387605,24838.722224125944,34249.92738483411,75732.31263406792,179518.39695691725,92246.92816546667,89881.62231507008,182128.55048053674,437379.2600715219
