year,capex_el,opex_el,lifecycle_infrastructure_el,environmental_restoration_el,non_fatal_el,fatal_el,safety_el,total_cost_el,capex_br,opex_br,lifecycle_infrastructure_br,environmental_restoration_br,non_fatal_br,fatal_br,safety_br,total_cost_br
13,50850.52033014238,50824.76528733079,107170.80803326804,179518.39695691725,324440.61022475857,134798.40705769288,459239.01728245144,745928.2222726367,27459.280978276885,26786.225290283663,57872.236337964736,179518.39695691725,324440.61022475857,134798.40705769288,459239.01728245144,696629.6505773334
14,122442.9750216317,51841.2605930774,179889.66847881986,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,818728.9372995145,66119.20651168111,27321.94979608934,97140.42097856272,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,735979.6897992574
15,64685.68059294864,50438.29682577587,123281.30791928057,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,762120.5767399753,34930.26752019227,27020.322285655875,66571.90627641151,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,705411.1750971063
16,100798.56232944959,51447.06276229138,160566.10220230813,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,799405.3710230029,54431.223657902774,27560.728731368992,86705.6951892464,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,725544.9640099411
17,135327.48489996177,51476.62655391848,196290.3755702775,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,835129.6443909722,73076.84184597935,27597.934211377586,105996.80280794985,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,744836.0716286446
18,112955.25225310965,52506.15908499685,175137.40073683168,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,813976.6695575264,60995.83621667921,28149.89289560514,94574.19639788911,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,733413.4652185838
19,175540.41085381276,52382.475831843,238966.20230720926,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,877805.4711279039,94791.82186105891,28131.064134626242,129041.749245893,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,767881.0180665877
20,162168.55616091157,53430.125348479865,226862.863443376,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,865702.1322640707,87571.02032689226,28693.685417318768,122505.94625942306,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,761345.2150801178
21,147073.4325264334,53885.35597232608,213061.6259545471,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,851900.8947752418,79419.65356427405,28849.83296480681,115053.27801545545,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,753892.5468361501
22,166496.7066622144,54963.0630917726,233804.66395889036,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,872643.9327795851,89908.22159759578,29426.829624102946,126254.5185378008,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,765093.7873584955
23,214646.1382585233,54216.72091992758,283300.25470113277,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,922139.5235218275,115908.9146596026,29252.27129520532,152982.13753861174,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,791821.4063593064
24,246136.5189613992,55301.055338326136,316163.71773286094,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,955002.9865535556,132913.7202391556,29837.316721109426,170728.4075757449,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,809567.6763964397
25,320523.99550733465,55215.968336397695,391951.7382542256,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,1030791.0070749202,173082.9575739607,29816.62290165475,211653.93865728183,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,850493.2074779766
26,213266.74207298216,56320.28770312565,286123.0396748109,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,924962.3084955056,115164.04071941038,30412.955359687847,154506.4414243979,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,793345.7102450926
27,236748.61366512725,56320.28770312565,311062.0372189926,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,949901.3060396872,127844.25137916872,30412.955359687847,167973.50009825602,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,806812.7689189507
28,222937.8760664754,57446.69345718816,298737.568091418,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,937576.8369121128,120386.45307589673,31021.214466881607,161318.28676936575,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,800157.5555900604
29,270292.30333863164,57446.693457188165,347607.98920407315,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,986447.2580247679,145957.8438028611,31021.214466881604,187708.3141701995,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,826547.5829908942
30,261711.7604673786,58595.62732633192,340573.7600501289,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,979413.0288708236,141324.35065238446,31641.638756219236,183909.83042706962,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,822749.0992477643
31,215165.80817499294,58595.62732633192,295605.0477493983,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,934444.3165700929,116189.53641449622,31641.638756219236,159626.7257846751,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,798465.9946053697
32,139864.38781914703,59767.53987285856,221912.41218504045,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,860751.6810057352,75526.7694223394,32274.47153134362,119832.70257992187,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,758671.9714006166
33,249242.33182857028,59767.539872858564,332931.3166817816,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,971770.5855024763,134590.85918742797,32274.471531343625,179782.91100816207,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,818622.1798288567
34,175397.64549535819,60962.89067031573,260760.4100456337,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,899599.6788663284,94714.72856749342,32919.9609619705,140810.62142464222,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,779649.8902453369
35,139250.19682791844,60962.89067031573,226320.2166691995,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,865159.4854898942,75195.10628707596,32919.9609619705,122212.91700136774,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,761052.1858220624
36,113347.17637126643,62182.14848372205,202158.59660937308,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,840997.8654300678,61207.47524048387,33578.36018120991,109165.64216906147,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,748004.9109897562
37,72427.74087321719,62182.14848372205,163015.389516086,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,801854.6583367807,39110.980071537284,33578.36018120991,88028.31033868644,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,726867.5791593811
38,43107.86243939427,63425.79145339649,135507.26405512044,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,774346.5328758152,23278.24571727291,34249.9273848341,73173.92258976503,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,712013.1914104597
39,45997.63374838137,63425.791453396494,140245.02339642207,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,779084.2922171168,24838.722224125944,34249.92738483411,75732.31263406792,179518.39695691725,324498.4383911723,134822.43347260513,459320.87186377746,714571.5814547626
